Charging end,Charging start,CountryCode,EVSEID,Meter value end,Meter value start,Metering signature,Partner product ID,Proveider ID,Session ID,Session end,Session start,UID
2019-04-06T21:07:57,2019-04-05T23:56:36,TT,EJ*KLK*E875*51,"4928,647","4656,87",15784697,IO*XMT,TZ-MWK,a1d67421-76a2-48ec-bb0b-0762587be030,2019-04-07T17:23:40,2019-04-05T23:56:36,e1858db01d1d51b2454ad5bd11c5b2f2
2018-03-20T20:09:26,2018-03-20T06:28:09,YE,RB*AKT*R260*21,"1895,671","1762,911",,IO*XMT,PF-HZD,32558055-b9ff-4429-80c3-4e1c12c4ef15,2018-03-21T10:21:02,2018-03-19T19:19:06,67ecaddb3af41098f32004c7b15946d7
2018-02-23T04:35:29,2018-02-22T09:15:36,CH,FB*MIZ*N620*47,"5121,739","4873,539",11144828,IO*XMT,LH-OGF,71b820e4-0a7d-4a1e-9d3c-0bc838cd24c6,2018-02-23T16:55:46,2018-02-21T10:56:00,66f70a2c9b5c7e2af38206c0dda653b8
2019-12-26T23:11:15,2019-12-26T06:42:00,NF,GN*LFT*Y896*84,981.916,773.316,31339519,IO*XMT,UK-HQW,2698469b-555f-47e3-be1c-7ed404fb9359,2019-12-26T23:11:15,2019-12-25T16:20:43,a32914727ffff29dabf10c4f7d3a5feb
2020-06-19T19:45:35,2020-06-19T05:29:53,PE,UB*ETD*F315*70,2377.606,2186.349,,False,KS-VPQ,88bca087-38c6-487d-a6f8-e566e603f302,2020-06-20T19:06:23,2020-06-19T05:29:53,841c91e6e9fb60e28716ece4ac3194b6
2019-05-30T12:19:03,2019-05-29T20:33:06,SD,UB*ETD*F315*70,546.12,383.37,40860887,False,CA-ZYB,e05d5000-d026-4c4d-ade1-6593b30d0470,2019-05-30T12:19:03,2019-05-29T20:33:06,655d9b79e0e500400f44fbee5b3a4bf4
2018-07-23T14:30:28,2018-07-22T22:11:23,RU,UB*ETD*F315*70,4774.242,4404.919,,False,PK-KHS,b31a2272-2ec1-448f-a659-011e2e2eb5e2,2018-07-23T14:30:28,2018-07-22T22:11:23,029181c88f90b15a280649dddd5240b7
2018-08-10T01:48:31,2018-08-09T08:09:22,SA,UB*ETD*F315*70,2234.392,2067.63,28488246,False,PG-FKY,e63b6673-ef6d-4b93-aaa1-577118dc9f54,2018-08-10T01:48:31,2018-08-08T18:14:49,d0e3c9fd964cf3d78fef607af85bedb0
2020-02-13T09:50:21,2020-02-12T19:14:22,GU,UB*ETD*F315*70,"3225,151","2927,414",33519856,False,VE-EAC,421379ca-63f1-443e-88ee-3e64d9b54252,2020-02-13T18:09:19,2020-02-12T19:14:22,0070bc23734f01556e5053f2d8228cd5
2018-08-21T06:07:40,2018-08-21T01:31:30,AO,UB*ETD*F315*70,2658.136,2548.25,,False,HV-YBI,85dc38f1-ee26-42e3-902f-98c5c1ce1afe,2018-08-21T16:49:39,2018-08-21T01:31:30,c3249dfce4df0b9f306f031f145668af
2020-01-15T05:02:44,2020-01-14T12:22:43,TZ,UB*ETD*F315*70,"573,503","357,327",,False,GC-LXQ,d920dd04-d300-4673-92a4-3d7e943ea9e1,2020-01-15T17:30:34,2020-01-13T20:43:31,4013479b897a063ab776be7317f70e19
2020-03-01T03:57:59,2020-02-29T14:15:43,AR,UB*ETD*F315*70,2389.776,2212.833,,False,LL-XSW,03ebdaa1-e5c3-433d-a5fe-36f7e0344700,2020-03-02T00:17:25,2020-02-29T14:15:43,80c339486897e263272e59c011e7fb9f
2018-04-06T17:10:41,2018-04-06T02:28:34,IQ,UB*ETD*F315*70,3500.896,3022.7,,False,GI-OBM,b03da900-5e27-43d2-9818-7902d965517a,2018-04-06T21:19:35,2018-04-06T02:28:34,792c7da430967394da6e036b151747be
2019-04-25T06:03:43,2019-04-24T17:10:46,AD,UB*ETD*F315*70,721.928,652.301,,False,GM-TXH,477c3b89-39eb-4c26-bc4d-88c5a5277cfb,2019-04-25T15:53:18,2019-04-24T10:29:27,0f292b199bc9e42be0fda7a1f887e4aa
2019-04-29T18:25:03,2019-04-28T23:27:37,MX,AP*HBQ*U604*38,884.622,629.631,96235365,False,SG-ASJ,1262c1c4-91e8-4e94-9e9d-7b0db2939e40,2019-04-30T11:19:42,2019-04-28T08:13:28,26d5ce9ed96d2491eba8e7f97c976cca
2019-01-17T19:45:43,2019-01-17T06:51:58,SE,AP*HBQ*U604*38,1174.041,1017.127,,False,UZ-KSS,daa2c50e-33c4-41fb-8909-cecf651b73ca,2019-01-18T07:07:17,2019-01-17T06:51:58,612b7cefa3e010a100f9c04065b98cde
2019-11-19T13:02:18,2019-11-18T19:36:56,BH,AP*HBQ*U604*38,1128.325,1004.439,,False,UN-OVR,b2356022-71df-4393-b196-f890a6dee555,2019-11-19T13:02:18,2019-11-18T02:39:42,8697a759396305d26eb2b48fc256c151
2018-09-19T06:00:23,2018-09-18T13:52:30,GM,AP*HBQ*U604*38,4919.498,4715.197,71914498,False,GD-YRP,f649408a-e17e-4841-a107-afce4e077472,2018-09-19T06:00:23,2018-09-18T01:37:33,1a6d85f3258e294a87dc622ec986edb7
2019-10-15T04:58:42,2019-10-15T00:48:44,VC,AP*HBQ*U604*38,"3635,088","3392,514",,False,AB-VHT,daf1b446-0362-4650-b7d3-2e5b3a6fe9e5,2019-10-15T04:58:42,2019-10-15T00:48:44,1fe317af335d201137fecf8d88c55a8f
2018-10-25T09:33:05,2018-10-25T03:52:13,BZ,AP*HBQ*U604*38,"3234,279","3168,83",,False,WA-SYS,0f00fc28-59d0-4b60-a526-5f3cecf97aa9,2018-10-26T03:45:50,2018-10-25T03:52:13,efec488d1fff4f0b7e3f57fc427313f7
2020-05-09T10:28:03,2020-05-09T00:19:25,BY,AP*HBQ*U604*38,2355.356,2029.104,,False,VM-YOA,c1a215b5-57af-4d68-a8a6-286427b13183,2020-05-09T10:28:03,2020-05-08T03:34:46,7d8e78d364a7a5ce69ad0bc3deea8908
2020-10-25T03:48:52,2020-10-24T16:03:01,SM,AP*HBQ*U604*38,5179.877,4731.34,83526264,False,AD-NEN,bea183f9-c3a0-48f2-a30a-ac46167cd618,2020-10-25T21:50:46,2020-10-24T13:35:02,e6f1cf5ff8810007308fce3eb1ae429d
2020-07-27T10:10:07,2020-07-27T04:35:10,GU,AP*HBQ*U604*38,"1590,816","1164,963",25007198,False,HK-GXX,f91e7e08-13ba-45e0-8a51-f6bda20c4c1b,2020-07-28T01:30:23,2020-07-27T04:35:10,fced371692ee45863a38fd3db6957462
2018-05-18T18:17:05,2018-05-18T13:04:46,CY,SF*DTL*I349*48,4780.898,4368.796,,False,PB-IXD,a361efa7-e2ed-485b-8a0a-b62a6048aa35,2018-05-18T18:17:05,2018-05-17T23:13:40,834ca7f9a0b763fc05fa9ae20775a713
2019-02-02T09:26:50,2019-02-01T16:17:21,KI,KM*KMD*M965*28,2246.292,1994.214,,False,TQ-KVB,197d3872-8169-4929-a73b-9782e008cf4a,2019-02-02T09:26:50,2019-01-31T17:30:15,58352eb652c72567c2f95c463aee25b8
2019-12-02T10:52:58,2019-12-02T09:54:39,GI,KM*KMD*M965*28,"3101,081","2734,797",,False,KN-NXW,75b5f145-f041-40dc-9d7b-a812b1e04334,2019-12-02T10:52:58,2019-12-02T09:54:39,81ae3fbdefbd5482ef96ff11c8a3fda0
2019-06-18T22:27:51,2019-06-18T12:22:40,LA,KM*KMD*M965*28,"3689,059","3491,42",,False,AE-YRU,ddd05fcb-95ba-43ac-95fd-08af62d9d9c5,2019-06-18T22:27:51,2019-06-18T12:22:40,767209e45fe4e31dfb7386682fea7912
2018-06-13T08:32:15,2018-06-13T08:01:12,DE,KM*KMD*M965*28,2820.977,2413.316,,False,YJ-XVH,4bfb4839-1ce5-44f4-8a12-6eaa9ac445f9,2018-06-13T14:27:41,2018-06-13T08:01:12,ecf4d18680fdf8aab6e9bf9b4ccf4d44
2018-04-08T11:26:14,2018-04-07T13:13:11,CH,KM*KMD*M965*28,"2818,823","2459,349",,False,GO-YGL,265b152c-0035-42f7-badf-27eba9d2bedd,2018-04-09T07:30:36,2018-04-07T13:13:11,29f085798908136f3dccd42b2bf73b7a
2018-02-22T18:07:15,2018-02-22T03:28:05,NC,KM*KMD*M965*28,"3020,873","2781,97",18467271,False,RL-QLB,1a0f386c-4eb2-440b-919e-ac5af3ad59db,2018-02-23T08:19:13,2018-02-21T22:40:40,f5cc5fb347fa59a503ad61b8a4b82d7c
2018-11-24T17:18:29,2018-11-23T17:25:44,ES,KM*KMD*M965*28,3735.543,3370.273,77560835,False,FV-COT,f3bca465-d8da-4c47-84da-e6abb12d222b,2018-11-24T17:18:29,2018-11-23T14:05:53,64dd9d9d39f4cecbbb647c064fb6efe4
2020-11-12T06:26:33,2020-11-11T18:32:23,BB,KM*KMD*M965*28,"4726,913","4232,693",,False,FX-PZJ,0ebaac3f-d9fb-427b-898e-d96ae49954bc,2020-11-12T06:26:33,2020-11-11T14:54:47,6187f2cec7a5b625b6098b9eefcb3511
2019-07-23T05:33:50,2019-07-22T14:13:24,GH,KM*KMD*M965*28,"2254,892","1801,488",,False,SC-YKQ,99a9ff2e-45df-4bcd-9695-bb62ff61a2c9,2019-07-24T03:49:08,2019-07-22T14:13:24,74dcaa8da5278cd665635a04ab646f00
2020-05-24T20:58:49,2020-05-24T02:00:10,BM,SJ*GWX*L312*40,3254.73,3180.285,,WJ*WYT,GL-YTU,40c821f9-9fe2-4ef4-a295-df329a8fac7d,2020-05-24T20:58:49,2020-05-24T02:00:10,71dbd6edcc287b91df7de4c00c738bf3
2018-09-24T08:45:09,2018-09-23T10:13:36,BW,QW*TVQ*H520*35,"5091,498","4730,702",,WJ*WYT,OB-ZAN,54faa9a4-70d5-4f40-af24-9fef7f3722ce,2018-09-24T08:45:09,2018-09-22T21:49:27,2419f68248da36858a3841e7e6fa15ee
2019-10-22T02:06:15,2019-10-21T12:59:31,BO,KU*OHP*D803*61,449.313,350.752,,WJ*WYT,TJ-VBS,df63fb96-3897-4b82-8476-224dcc8c2ee6,2019-10-22T17:33:18,2019-10-21T12:59:31,cd5251415571eaa9d5b30aa8ae337ff7
2018-03-26T14:22:53,2018-03-25T17:25:46,PN,SW*BDY*Y194*43,"1431,875","1315,323",73803129,WJ*WYT,UQ-EZK,fbde5185-1f08-4a36-895b-14b08659b3f1,2018-03-26T14:22:53,2018-03-25T15:51:18,077bc9dc0e1b8ac54723d9eb3734befc
2018-08-07T08:18:15,2018-08-06T23:04:20,MA,HU*UNM*O882*24,3877.164,3434.272,,WJ*WYT,JI-UKH,5368e620-8ff8-408a-8ebc-a5289f2c0771,2018-08-07T08:18:15,2018-08-06T18:53:50,05cf527b9f75858e079546027b0e68fc
2018-11-12T21:17:58,2018-11-12T08:52:28,BY,BG*CHW*C228*83,4885.542,4841.683,,WJ*WYT,EN-JYR,6025ba99-abcf-446f-babe-4bf6b462e054,2018-11-13T08:59:05,2018-11-12T08:52:28,1768cbbb5372643ca38477d39069d59f
2020-10-31T03:56:54,2020-10-30T14:51:48,PT,NX*QEZ*D470*45,952.55,604.324,,WJ*WYT,AG-KWX,66692f9c-af24-4f00-aafd-387598e60b56,2020-11-01T03:32:30,2020-10-30T03:00:37,421c3b8a469f9b529eb91efe773f74c2
2018-09-06T23:15:11,2018-09-06T15:33:34,DE,GE*OZQ*S687*07,"3516,143","3428,995",,WJ*WYT,YW-RVP,dd5a40c7-6954-480e-9020-74dfd451e575,2018-09-06T23:15:11,2018-09-06T06:46:29,4e6da57b0bac6dacdbb473a0b7294347
2018-12-06T07:26:41,2018-12-05T22:05:32,KW,AW*NMC*C389*18,1502.118,1389.91,,WJ*WYT,XV-PQT,7bad4294-bc22-40c0-b448-6466c2f72257,2018-12-06T16:01:01,2018-12-05T11:34:36,e1f096d420d77540ba1845c35f852698
2020-05-27T06:30:02,2020-05-26T20:59:51,SD,OE*LWZ*V118*40,"2296,658","1866,65",28877136,ID*HUT,SU-HMD,c1c969c6-827c-44c0-a046-b62e0bd367e2,2020-05-27T06:30:02,2020-05-26T03:55:47,6d8d7c18e8812e8afe76311736cd41d4
2018-04-08T04:23:55,2018-04-07T16:48:29,UY,MI*UCR*S455*91,"2182,392","1956,506",15216589,ID*HUT,PG-UZI,bc03ec30-6215-4d76-b92f-aa4e7172fc05,2018-04-08T04:23:55,2018-04-07T16:48:29,265d05f53225f94439e189f809b222ab
2020-06-19T18:11:08,2020-06-18T18:11:24,CA,YY*YRI*A736*93,1654.909,1561.427,96055214,ID*HUT,DU-WFZ,69c7aee3-75b5-4738-9f7b-d77574e6d249,2020-06-20T07:37:05,2020-06-18T18:11:24,88b7ceb6bff4496cdda2e362bbd337ab
2020-07-24T10:01:31,2020-07-23T22:13:10,TR,FO*UQO*E572*51,"655,413","236,735",,ID*HUT,QU-TXH,280389ab-f127-4afd-99f8-bca7d165b943,2020-07-25T06:11:36,2020-07-23T22:13:10,5e6d810184417f37c31d0f0d52ba91f1
2019-07-24T06:12:35,2019-07-24T04:28:38,CX,FX*YGK*L313*86,4069.076,3698.728,,ID*HUT,OF-LYC,4ac2e26d-7de6-48c9-b8fc-95ea6615ec5b,2019-07-24T17:25:12,2019-07-24T04:28:38,b76bc7f69ec6727bb49d519a39399391
2018-08-25T06:45:17,2018-08-25T00:37:01,BV,QP*ZQQ*Z672*89,"2075,261","1586,928",51200179,ID*HUT,WF-HZU,4a104b32-7906-4007-b0e1-cbd404555c88,2018-08-25T21:42:38,2018-08-25T00:37:01,ee2a5e54427302e7590e5ea3ceb11325
2020-11-01T01:28:46,2020-10-31T15:33:35,LT,YX*DHB*T490*76,"1787,613","1434,517",35174629,ID*HUT,YR-MOS,e1b81f8e-e65b-42df-9102-d98097a0db30,2020-11-01T08:13:00,2020-10-31T15:33:35,81f912be9e8cfdb60c6b38acbc60f07f
2018-05-21T07:45:57,2018-05-20T13:27:55,BH,ZU*WWV*B074*04,2446.515,2055.482,68372175,ID*HUT,SH-UGT,96550894-1d85-45f6-85c3-c883836d1b64,2018-05-21T07:45:57,2018-05-20T04:19:27,44278a0a53dee518003831dd7b691489
2018-01-14T10:16:27,2018-01-14T00:26:22,UA,KG*AHP*H212*40,"3884,911","3719,194",51159438,ID*HUT,IG-KHC,ed072840-9515-456c-9c7c-92629dca44b7,2018-01-14T22:38:28,2018-01-13T17:11:59,57adb2a3e5ca6bc7e299d64c60013414
2019-05-10T05:15:51,2019-05-09T13:40:26,ME,LW*CBK*C449*67,2737.259,2330.414,43944874,False,DS-QIW,87c8bcb8-bac2-4b19-a682-4e09cfc72c57,2019-05-10T13:46:14,2019-05-09T02:14:32,433a62d439817144bcf7588ea1b90aae
2019-02-14T14:29:41,2019-02-14T02:09:52,SC,VV*NDJ*V699*62,3330.515,2843.633,,CS*VMH,VM-MDW,0d2b67f5-8829-4997-b0d3-39c1494b0fff,2019-02-14T14:29:41,2019-02-13T12:45:02,4051fe86d72e058cef9f310dbcf768ad
2020-04-03T00:19:48,2020-04-02T05:50:31,FJ,EJ*QKU*S604*48,"1861,132","1423,389",,XI*SWK,DY-KDC,3a03d038-c54d-40a6-bb99-285d866cf0a5,2020-04-03T15:09:38,2020-04-02T05:50:31,2dcf0b6efffc480a9a9ef1f31fd58ac2
2020-08-21T22:53:20,2020-08-21T20:47:25,CG,ZS*JHS*P620*55,"2011,769","1573,15",86698185,HU*BCE,EN-TUS,dc8fdf00-925c-4d13-9551-2ee41aded12e,2020-08-21T22:53:20,2020-08-21T12:29:27,8fb05f2433b937a1e172ad43fdc4d4cc
2018-04-12T10:10:52,2018-04-11T20:50:59,VG,WW*XOW*Z725*26,"3139,978","2774,695",18451468,False,IZ-JXH,7333156e-ed44-43b9-a2e9-b8f93d0eb307,2018-04-12T10:10:52,2018-04-11T01:42:45,9e571c104c35e1cf64e743dabe4e4df8
2020-03-18T04:26:42,2020-03-17T11:36:06,PK,WW*XOW*Z725*26,3749.026,3271.676,,False,VO-JYE,28f03b70-18ab-4668-a7a1-73a213b2ec6b,2020-03-18T18:29:10,2020-03-17T11:36:06,b7b4298a591f97ba8ab68a4215c604f6
2020-12-27T00:42:39,2020-12-26T10:02:25,OM,WW*XOW*Z725*26,"2666,098","2252,526",88765619,False,TM-PRN,01a6431b-41e9-400e-b41d-3d6d50ee98d6,2020-12-27T00:58:15,2020-12-25T20:40:50,98f023315e28a9d9db1930e72e20c96f
2019-03-27T14:52:42,2019-03-27T10:32:35,BW,WW*XOW*Z725*26,3838.812,3733.289,26277394,False,HO-CXP,a4804d39-1f3a-4791-b541-2db63b35f35a,2019-03-28T09:31:59,2019-03-26T12:54:54,ff7dd4f2c621ae019fcb5472d2bb7346
2018-01-10T02:04:45,2018-01-09T15:06:55,IE,YP*NVI*L055*16,3812.772,3779.6,,False,UW-VSF,794ce866-9f3c-4737-99a5-58c123b6c125,2018-01-10T02:04:45,2018-01-09T15:06:55,caa7ef54e40264a3a72a482ad7d07756
2020-06-08T01:16:30,2020-06-07T21:31:52,MN,YP*NVI*L055*16,2546.956,2381.486,22210950,False,QD-KJP,0fd20a1d-c71b-41c4-8edc-e08737b47212,2020-06-08T01:16:30,2020-06-07T08:57:01,60445fbb30caa567780c70577c649ee5
2020-10-19T09:27:10,2020-10-18T17:19:13,AU,YP*NVI*L055*16,"3416,634","3244,238",40024643,False,GC-CTN,d72f4193-4b86-4692-87d7-85a2d1e8c1c2,2020-10-19T22:35:41,2020-10-18T17:19:13,cc6837679ec7d05fedaae8da452135cc
2018-06-29T01:31:20,2018-06-28T14:03:00,BL,YP*NVI*L055*16,3186.173,2925.338,,False,CS-DKX,369de878-3010-4c37-bf5c-67b9b136d99e,2018-06-29T03:53:36,2018-06-28T08:25:48,2db3b98de04cbfc1a5fec5f5be86535f
2019-02-23T08:17:46,2019-02-23T06:04:19,SA,YP*NVI*L055*16,3219.017,3047.843,71471340,False,SO-HXF,c725e445-a245-4391-aa0e-46ae89f58613,2019-02-23T08:17:46,2019-02-23T06:04:19,77ae9569a0968071152a3ada339c4d12
2018-08-10T21:13:22,2018-08-10T10:15:54,NU,YP*NVI*L055*16,"344,968","127,27",22036913,False,MN-ELP,16c46515-1152-43b4-a58a-37e1c1a0119b,2018-08-10T21:13:22,2018-08-10T10:15:54,244e3369553416a206eb02dc7f8a4314
2020-06-26T20:54:51,2020-06-26T00:55:32,LI,QP*JWD*N536*55,1783.845,1765.23,,False,BL-ACV,8e0b459b-dd76-4e77-a284-76b042041d02,2020-06-26T20:54:51,2020-06-26T00:55:32,bac8c31b03f4a33a9bec621d25cb9dc0
2018-12-31T03:39:06,2018-12-30T20:15:51,EE,QP*JWD*N536*55,"2823,793","2544,36",99952378,False,WL-SMU,cdefe21a-e9b5-47db-9cab-c0a8580d8db2,2019-01-01T03:14:02,2018-12-29T22:27:32,a6c48693cb95adf63b9edb5145985326
2019-01-17T15:31:44,2019-01-16T17:22:38,MY,QP*JWD*N536*55,"5308,96","4822,748",63278374,False,BK-GUY,768da878-07f8-4b6c-b090-6637d9c0c66e,2019-01-17T15:31:44,2019-01-16T17:22:38,e07d71cc640db578b265d45bf919cdaf
2018-11-08T08:57:47,2018-11-07T19:16:19,SZ,QP*JWD*N536*55,4571.134,4448.361,78056305,False,DP-DKI,10912b27-9b67-4a20-b5bd-1bf84360f59a,2018-11-08T08:57:47,2018-11-07T19:16:19,62946d6583a136c1b9665f6d3e865b7e
2019-04-27T04:15:40,2019-04-26T17:45:27,CZ,QP*JWD*N536*55,2422.211,2138.86,83126985,False,EX-VAU,a238a1f2-20b9-4f73-97df-10333aa47865,2019-04-27T18:27:32,2019-04-26T12:26:45,4cae5209c9072272ec9f9b42df8efebc
2018-09-28T13:34:31,2018-09-28T01:54:22,SJ,QP*JWD*N536*55,4854.86,4849.805,,False,OH-IMP,e0fd0a24-bd5a-4cec-a8e4-358f5c3971e9,2018-09-28T15:20:23,2018-09-27T09:27:22,1dc0f353edb0b001be14d0dab74d309a
2019-02-06T06:22:18,2019-02-05T07:13:46,MF,QP*JWD*N536*55,2859.029,2820.194,72493234,False,AK-MZN,267b833d-be5b-44a9-b260-33444aa3bf65,2019-02-07T05:52:56,2019-02-04T10:00:17,1e7645769ccec12d68b3ac8375a5cc2c
2019-03-03T06:24:01,2019-03-02T07:45:35,PG,QP*JWD*N536*55,3898.794,3589.61,27075294,False,CH-KTO,a728080e-c0f0-4e07-a819-5586f78f1293,2019-03-03T06:24:01,2019-03-02T00:13:09,fa43140110d9a46687f9a133aa03f3fe
2020-08-21T08:55:10,2020-08-20T19:40:17,FK,QP*JWD*N536*55,"4127,112","3734,191",,False,WO-KXC,e9f6faad-363f-498e-976e-7ba3d984bb0d,2020-08-21T08:55:10,2020-08-20T06:54:43,f8de9064d83a790fad7b18de46a15444
2018-08-04T15:35:30,2018-08-04T04:34:30,GI,YK*QZA*Y335*42,3379.287,3110.1,73446032,False,OG-EMB,c242a22f-09b6-43ae-9474-a40a1b192400,2018-08-05T03:49:50,2018-08-04T03:21:41,9d09d5d464f216e5808045072d687a99
2018-06-03T21:58:39,2018-06-03T17:24:16,MU,YK*QZA*Y335*42,"749,976","658,637",68442758,False,OS-WAZ,12191175-b884-49ed-aa63-dab9a103e3ea,2018-06-04T02:29:40,2018-06-03T17:24:16,ec6dda0c72654efcc1bd72fd047dd431
2018-05-14T22:31:26,2018-05-14T13:12:01,BZ,YK*QZA*Y335*42,"4197,511","3698,603",,False,IV-WHT,15d56d67-fd38-4eba-8deb-146febf54a1d,2018-05-15T19:15:23,2018-05-13T20:47:15,736317e591e9ddf9c479abf69e82c9be
2019-11-14T13:56:00,2019-11-14T10:02:58,BJ,YK*QZA*Y335*42,4112.247,4045.54,,False,ND-APN,c09c130f-7241-498d-83c4-d2695833b6c8,2019-11-15T12:11:06,2019-11-14T10:02:58,098590b0d0d1eaf51ff193eafdcfbdde
2020-08-13T05:49:05,2020-08-12T22:14:57,GH,YK*QZA*Y335*42,1300.12,860.798,52935227,False,KE-YDR,cd4ebb03-db15-434a-84ed-fc347b92af36,2020-08-13T05:49:05,2020-08-12T02:09:12,3b5c5d7f5c1eb1109b35bfebcec0ab4e
2019-10-14T05:59:46,2019-10-13T22:00:18,EH,YK*QZA*Y335*42,5199.164,4804.48,24050702,False,PS-FNU,f62312bd-5c59-48a9-bcc1-3344c2bc8a76,2019-10-14T22:55:02,2019-10-13T18:34:20,4bfdd9b73e548653c9b41d2a34f2548a
2018-10-07T03:59:28,2018-10-06T21:06:22,RU,YK*QZA*Y335*42,"630,813","494,203",28358151,False,NM-KLY,135749b2-2b7f-44eb-a365-ae5eee9fe343,2018-10-07T03:59:28,2018-10-06T11:45:09,5b0cd7bbff64a771b48ca2904b01e4e5
2020-08-12T05:30:58,2020-08-12T00:33:45,BF,OZ*YWH*J123*94,3775.814,3735.718,,False,XB-JCU,31f461a5-ab09-4da9-ba95-898e984477d8,2020-08-12T14:16:43,2020-08-11T17:35:46,7dc605864f72036c5578ddeca65657d9
2019-12-01T22:43:58,2019-12-01T22:19:35,MW,TM*ZOP*N137*66,"3694,697","3267,606",,DT*VNK,WL-IEM,4d3b1cab-ce3c-4129-af94-9fc98b189652,2019-12-02T02:53:28,2019-11-30T23:57:24,38f3c8d105127047a0cff36c55848588
2018-06-01T12:21:36,2018-05-31T15:21:34,NF,ZF*IPE*K787*81,2101.323,1930.62,,LT*TNP,HE-YOZ,8ba91913-e32f-4847-8f53-9e4cdf714beb,2018-06-01T16:55:55,2018-05-31T15:21:34,ecf5f249e77f5bfa43657faf7224e022
2020-10-24T06:35:27,2020-10-24T06:08:16,CV,VK*PQO*F073*97,"1016,885","921,151",,XN*MFD,TU-RNG,be688287-8daa-4705-8510-6012d514233c,2020-10-24T06:35:27,2020-10-24T06:08:16,ed6e43137bb9093e018968c0559ed471
2020-10-12T02:35:15,2020-10-11T11:06:09,SG,RF*NZD*N226*48,4744.107,4249.727,98131725,False,IU-BGJ,289797e6-f2f8-433a-b76f-d74a7f42b058,2020-10-12T02:35:15,2020-10-11T10:45:59,f7de2aeadf8d3f6d4103db374fee4496
2018-10-22T00:23:35,2018-10-21T16:05:14,ID,RF*NZD*N226*48,"349,607","118,8",19196439,False,NL-KYT,e5639ca7-020a-4c5c-ba05-16c919d6e7d8,2018-10-22T00:23:35,2018-10-21T16:05:14,bc073abb2ad9ff68a33998e5e94a75e6
2020-05-05T14:33:50,2020-05-04T15:15:52,MF,RF*NZD*N226*48,"4787,105","4670,83",,False,PK-AIU,959b855b-2c69-4bce-b3c3-164d765e9d54,2020-05-05T14:33:50,2020-05-04T03:51:51,7dd4d3f7f3e859a51c3f321aaabbd138
2020-05-29T05:00:01,2020-05-28T17:29:20,PL,RF*NZD*N226*48,"3520,19","3289,418",12402384,False,JR-YHU,a7ff0363-cf8a-4241-88ab-2b2df045ddb3,2020-05-29T05:00:01,2020-05-28T17:29:20,d2809dd99f771d7b5b609a10cd932cc6
2020-12-17T13:07:21,2020-12-16T15:29:16,DE,RF*NZD*N226*48,644.346,306.1,66429599,False,IJ-JGW,a7656eec-8fb7-4293-b5a2-e40d0c20dbcd,2020-12-17T13:07:21,2020-12-16T01:49:07,41803e6468dda496f29a0b292a548b8e
2018-08-02T00:07:29,2018-08-01T08:10:38,HM,RF*NZD*N226*48,1888.665,1450.76,53771840,False,MN-WOV,16dcf5ae-a29c-4471-9aa0-ece2846a6bf0,2018-08-02T04:57:57,2018-08-01T08:10:38,5d0ff6a6abfa449043c1182dfcf47c08
2019-05-18T08:00:13,2019-05-17T14:10:47,JM,RF*NZD*N226*48,"1702,745","1279,167",,False,QN-LAU,dcb5009b-f5f4-4f63-9ff8-00fae4c4efc2,2019-05-18T08:00:13,2019-05-17T14:10:47,40e8ccef2ad304e6b9cf1635c56320e0
2020-08-03T19:15:39,2020-08-03T07:33:17,CR,RF*NZD*N226*48,340.994,64.21,73398826,False,MU-XXH,7fd528d7-c96a-4e10-813f-cc3df0903099,2020-08-04T08:49:02,2020-08-03T07:33:17,ef3571a837a9b575e73a5577b06b50b3
2019-10-26T19:20:08,2019-10-26T18:59:34,YT,RF*NZD*N226*48,4355.53,4089.383,,False,OG-JBO,bbdbb218-cf0f-4f2c-9bf5-9f9b5b2256f1,2019-10-26T19:20:08,2019-10-26T18:59:34,b08fad493daa2573344be54cdcc965bc
2018-05-07T04:07:51,2018-05-07T01:14:19,SO,MV*FFU*M307*33,4397.422,4053.303,43299965,PF*BQQ,GD-WNK,7bd15fb3-97fb-4563-ba61-756729fc8b52,2018-05-07T10:01:16,2018-05-06T19:45:20,5e11a468fa50a5a0db2ad94173e29812
2018-02-25T18:00:38,2018-02-25T05:54:38,NZ,IY*YBX*C318*60,3770.154,3297.272,,PF*BQQ,WE-THH,0c14a2fe-3ca8-492a-88a3-98a6c7da9fa0,2018-02-25T18:00:38,2018-02-25T05:54:38,6e7763a59451eded04afd7c6ddeadee6
2020-02-10T00:57:23,2020-02-09T07:33:16,CV,IH*PJX*F896*77,4808.379,4381.469,,PF*BQQ,TC-EAB,a27c9a63-fc94-43c1-b9bc-f131c8b17c3c,2020-02-10T00:57:23,2020-02-08T15:05:00,6d556ab3cb2647edfce8c4a3e108f27b
2018-01-16T09:37:06,2018-01-16T05:44:52,PY,JN*TOC*N077*78,"4890,598","4745,453",95481787,PF*BQQ,PS-YQF,0a70198b-7496-4e77-ac4d-5fe3a69e688e,2018-01-17T03:32:18,2018-01-16T05:24:26,4dcf7be2eb9e6db171049fa140dbae52
2019-06-24T07:11:57,2019-06-24T00:43:27,LT,PO*RNM*W730*77,845.564,753.821,,PF*BQQ,OY-ZAX,2de5f97e-7623-46b4-ae7f-17406e196a07,2019-06-24T07:11:57,2019-06-24T00:43:27,f197c2e80272055258dc81be65062529
